App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Last Updated
Invoice 2go — Professional Invoices and Estimates,BUSINESS,4.2,16422,28M,"1,000,000+",Free,0,Everyone,"August 1, 2018"
Tiny Scanner - PDF Scanner App,BUSINESS,4.7,286897,39M,"10,000,000+",Free,0,Everyone,"May 30, 2017"
Fast Scanner : Free PDF Scan,BUSINESS,4.5,103755,14M,"10,000,000+",Free,0,Everyone,"July 11, 2018"
Mobile Doc Scanner (MDScan) Lite,BUSINESS,4.2,46505,19M,"1,000,000+",Free,0,Everyone,"August 2, 2018"
TurboScan: scan documents and receipts in PDF,BUSINESS,4.7,11442,6.8M,"100,000+",Paid,$4.99,Everyone,"March 25, 2018"
Tiny Scanner Pro: PDF Doc Scan,BUSINESS,4.8,10295,39M,"100,000+",Paid,$4.99,Everyone,"April 11, 2017"
OfficeSuite : Free Office + PDF Editor,BUSINESS,4.3,1002859,35M,"100,000,000+",Free,0,Everyone,"August 2, 2018"
Verify - Receipts & Expenses,BUSINESS,4.5,413,29M,"10,000+",Free,0,Everyone,"July 25, 2018"
QuickBooks Accounting: Invoicing & Expenses,BUSINESS,4.3,23175,41M,"1,000,000+",Free,0,Everyone,"July 13, 2018"
Manga Master - Best manga & comic reader,COMICS,4.6,24005,4.9M,"500,000+",Free,0,Adults only 18+,"July 4, 2018"
GANMA! - All original stories free of charge for all original comics,COMICS,4.7,57106,27M,"1,000,000+",Free,0,Teen,"July 23, 2018"
Röhrich Werner Soundboard,COMICS,4.7,2249,32M,"500,000+",Free,0,Everyone,"November 16, 2017"
Unicorn Pokez - Color By Number,COMICS,4.8,516,12M,"50,000+",Free,0,Everyone,"August 3, 2018"
MangaToon - Comics updated Daily,COMICS,3.9,834,15M,"50,000+",Free,0,Mature 17+,"August 1, 2018"
Manga Net – Best Online Manga Reader,COMICS,4.1,1010,11M,"50,000+",Free,0,Mature 17+,"July 7, 2018"
Manga Rock - Best Manga Reader,COMICS,4.4,238970,28M,"1,000,000+",Free,0,Teen,"July 9, 2018"
Manga - read Thai translation,COMICS,4.6,302,2.2M,"10,000+",Free,0,Teen,"July 3, 2018"
The Vietnam Story - Fun Stories,COMICS,4.5,438,3.4M,"10,000+",Free,0,Everyone,"December 27, 2017"
Dragon Ball Wallpaper - Ringtones,COMICS,4.7,73,8.3M,"10,000+",Free,0,Everyone,"July 23, 2018"
Funny Jokes Photos,COMICS,4.4,39,4.3M,"10,000+",Free,0,Everyone 10+,"July 3, 2018"
Truyện Vui Tý Quậy,COMICS,4.5,144,4.7M,"10,000+",Free,0,Everyone,"July 19, 2018"
Comic Es - Shojo manga / love comics free of charge ♪ ♪,COMICS,3.9,2181,10M,"100,000+",Free,0,Teen,"March 5, 2018"
comico Popular Original Cartoon Updated Everyday Comico,COMICS,3.2,93965,15M,"5,000,000+",Free,0,Teen,"July 3, 2018"
Daily Manga - Comic & Webtoon,COMICS,3.2,1446,7.1M,"100,000+",Free,0,Mature 17+,"May 18, 2018"
"漫咖 Comics - Manga,Novel and Stories",COMICS,4.1,12088,21M,"1,000,000+",Free,0,Mature 17+,"July 6, 2018"
Emmanuella Funny Videos 2018,COMICS,4.5,314,6.1M,"100,000+",Free,0,Everyone,"May 23, 2018"
Manga Zero - Japanese cartoon and comic reader,COMICS,4.2,15194,15M,"1,000,000+",Free,0,Teen,"July 19, 2018"
Marvel Unlimited,COMICS,3.7,22551,11M,"1,000,000+",Free,0,Teen,"July 24, 2018"
"Tapas – Comics, Novels, and Stories",COMICS,4.5,29839,29M,"1,000,000+",Free,0,Teen,"July 31, 2018"
Children's cartoons (Mithu-Mina-Raju),COMICS,4.6,279,3.3M,"100,000+",Free,0,Everyone,"December 18, 2017"
【Ranobbe complete free】 Novelba - Free app that you can read and write novels,COMICS,,1330,22M,"50,000+",Free,0,Everyone,"July 3, 2018"
Faustop Sounds,COMICS,4.7,1677,40M,"100,000+",Free,0,Everyone,"May 26, 2018"
Manga Mania - Best online manga reader,COMICS,4.4,757,10M,"10,000+",Free,0,Teen,"May 24, 2018"
- Free Comics - Comic Apps,COMICS,3.5,115,9.1M,"10,000+",Free,0,Mature 17+,"July 13, 2018"
Manga AZ - Manga Comic Reader,COMICS,3.3,125,4.7M,"5,000+",Free,0,Teen,"July 24, 2018"
Buff Thun - Daily Free Webtoon / Comics / Web Fiction / Mini Game,COMICS,4.5,9952,38M,"500,000+",Free,0,Everyone 10+,"July 31, 2018"
Funny Jokes and Stories 2018,COMICS,4.2,21,6.7M,"5,000+",Free,0,Everyone,"March 31, 2018"
Hojiboy Tojiboyev Life Hacks,COMICS,5.0,15,37M,"1,000+",Free,0,Everyone,"June 26, 2018"
"Best Wallpapers Backgrounds(100,000+ 4K HD)",COMICS,4.7,3596,7.8M,"10,000+",Free,0,Teen,"June 16, 2018"
think Comics,COMICS,4.4,1006,19M,"50,000+",Free,0,Everyone,"August 3, 2018"
Memes Button,COMICS,4.4,5968,5.7M,"1,000,000+",Free,0,Everyone,"May 28, 2018"
"Laftel - Watching and Announcing Snooping, Streaming",COMICS,4.6,4895,35M,"100,000+",Free,0,Everyone,"August 2, 2018"
Messenger for SMS,COMMUNICATION,4.3,125257,17M,"10,000,000+",Free,0,Teen,"June 6, 2018"
My Tele2,COMMUNICATION,4.3,158679,8.8M,"5,000,000+",Free,0,Everyone,"August 3, 2018"
Yahoo Mail – Stay Organized,COMMUNICATION,4.3,4187998,16M,"100,000,000+",Free,0,Everyone,"July 18, 2018"
imo beta free calls and text,COMMUNICATION,4.3,659395,11M,"100,000,000+",Free,0,Everyone,"June 7, 2018"
imo free video calls and chat,COMMUNICATION,4.3,4785892,11M,"500,000,000+",Free,0,Everyone,"June 8, 2018"
Call Free – Free Call,COMMUNICATION,4.3,30209,15M,"5,000,000+",Free,0,Everyone,"July 28, 2018"
Web Browser & Explorer,COMMUNICATION,4.0,36901,6.6M,"5,000,000+",Free,0,Everyone,"July 4, 2018"
Browser 4G,COMMUNICATION,4.3,192948,6.6M,"10,000,000+",Free,0,Everyone,"June 19, 2018"
Cricket Visual Voicemail,COMMUNICATION,3.9,13698,5.1M,"10,000,000+",Free,0,Everyone,"July 2, 2018"
TracFone My Account,COMMUNICATION,3.6,20769,18M,"1,000,000+",Free,0,Everyone,"July 11, 2018"
Firefox Focus: The privacy browser,COMMUNICATION,4.4,36880,4.0M,"1,000,000+",Free,0,Everyone,"July 6, 2018"
TouchPal Keyboard - Fun Emoji & Android Keyboard,COMMUNICATION,4.4,615381,37M,"10,000,000+",Free,0,Mature 17+,"August 2, 2018"
Skype Lite - Free Video Call & Chat,COMMUNICATION,4.2,33053,22M,"5,000,000+",Free,0,Everyone,"July 31, 2018"
UC Browser Mini -Tiny Fast Private & Secure,COMMUNICATION,4.4,3648120,3.3M,"100,000,000+",Free,0,Teen,"July 18, 2018"
WhatsApp Business,COMMUNICATION,4.4,136662,32M,"10,000,000+",Free,0,Everyone,"July 30, 2018"
My magenta,COMMUNICATION,3.9,42370,37M,"1,000,000+",Free,0,Everyone,"June 25, 2018"
Antillean Gold Telegram (original version),COMMUNICATION,4.4,2939,17M,"100,000+",Free,0,Everyone,"July 16, 2018"
Omlet Chat,COMMUNICATION,3.9,40751,35M,"10,000,000+",Free,0,Teen,"November 4, 2016"
UC Browser - Fast Download Private & Secure,COMMUNICATION,4.5,17712922,40M,"500,000,000+",Free,0,Teen,"August 2, 2018"
My Vodacom SA,COMMUNICATION,3.7,25021,61M,"5,000,000+",Free,0,Everyone,"June 26, 2018"
Microsoft Edge,COMMUNICATION,4.3,27187,66M,"5,000,000+",Free,0,Everyone,"July 28, 2018"
imo free video calls and chat,COMMUNICATION,4.3,4785988,11M,"500,000,000+",Free,0,Everyone,"June 8, 2018"
Hangouts Dialer - Call Phones,COMMUNICATION,4.0,122498,79k,"10,000,000+",Free,0,Everyone,"September 2, 2015"
"Talkatone: Free Texts, Calls & Phone Number",COMMUNICATION,4.1,132014,25M,"10,000,000+",Free,0,Everyone,"July 18, 2018"
Calls & Text by Mo+,COMMUNICATION,4.2,83239,14M,"5,000,000+",Free,0,Everyone,"April 19, 2018"
"GO SMS Pro - Messenger, Free Themes, Emoji",COMMUNICATION,4.4,2876500,24M,"100,000,000+",Free,0,Everyone,"August 1, 2018"
"Messaging+ SMS, MMS Free",COMMUNICATION,4.1,28238,17M,"1,000,000+",Free,0,Everyone,"August 2, 2018"
chomp SMS,COMMUNICATION,4.3,335646,8.3M,"10,000,000+",Free,0,Everyone,"July 26, 2018"
Text SMS,COMMUNICATION,4.5,349384,8.2M,"10,000,000+",Free,0,Everyone,"July 24, 2018"
mysms SMS Text Messaging Sync,COMMUNICATION,4.3,37320,8.4M,"1,000,000+",Free,0,Everyone,"July 30, 2018"
Firefox Focus: The privacy browser,COMMUNICATION,4.4,36893,4.0M,"1,000,000+",Free,0,Everyone,"July 6, 2018"
2ndLine - Second Phone Number,COMMUNICATION,4.2,15880,32M,"1,000,000+",Free,0,Everyone,"August 3, 2018"
"CM Browser - Ad Blocker , Fast Download , Privacy",COMMUNICATION,4.6,2264916,6.1M,"50,000,000+",Free,0,Everyone,"July 31, 2018"
Ninesky Browser,COMMUNICATION,4.2,42925,2.8M,"1,000,000+",Free,0,Everyone,"August 27, 2017"
UC Browser Mini -Tiny Fast Private & Secure,COMMUNICATION,4.4,3648480,3.3M,"100,000,000+",Free,0,Teen,"July 18, 2018"
UC Browser - Fast Download Private & Secure,COMMUNICATION,4.5,17714850,40M,"500,000,000+",Free,0,Teen,"August 2, 2018"
Ghostery Privacy Browser,COMMUNICATION,4.1,13100,2.2M,"1,000,000+",Free,0,Everyone,"March 20, 2018"
Web Browser for Android,COMMUNICATION,4.1,55098,4.3M,"1,000,000+",Free,0,Everyone,"June 20, 2018"
DU Browser—Browse fast & fun,COMMUNICATION,4.3,1133501,4.7M,"10,000,000+",Free,0,Everyone,"April 1, 2016"
Lightning Web Browser,COMMUNICATION,4.1,12578,2.3M,"500,000+",Free,0,Everyone,"July 10, 2017"
Web Browser,COMMUNICATION,4.2,10965,2.3M,"500,000+",Free,0,Everyone,"February 2, 2015"
Contacts+,COMMUNICATION,4.2,190613,11M,"10,000,000+",Free,0,Everyone,"July 31, 2018"
ExDialer - Dialer & Contacts,COMMUNICATION,4.2,125232,2.7M,"10,000,000+",Free,0,Everyone,"March 5, 2017"
Calls & Text by Mo+,COMMUNICATION,4.2,83239,14M,"5,000,000+",Free,0,Everyone,"April 19, 2018"
PHONE for Google Voice & GTalk,COMMUNICATION,4.3,72065,13M,"1,000,000+",Free,0,Everyone,"April 18, 2018"
Safest Call Blocker,COMMUNICATION,4.4,27540,3.7M,"1,000,000+",Free,0,Everyone,"January 5, 2018"
Full Screen Caller ID,COMMUNICATION,4.2,104990,10M,"5,000,000+",Free,0,Everyone,"May 15, 2018"
Hiya - Caller ID & Block,COMMUNICATION,4.4,177703,13M,"10,000,000+",Free,0,Mature 17+,"July 25, 2018"
Call Blocker,COMMUNICATION,4.1,17529,10M,"1,000,000+",Free,0,Everyone,"July 26, 2018"
Mr. Number-Block calls & spam,COMMUNICATION,4.2,177263,13M,"10,000,000+",Free,0,Mature 17+,"July 13, 2018"
Should I Answer?,COMMUNICATION,4.8,237468,8.8M,"1,000,000+",Free,0,Everyone,"July 26, 2018"
RocketDial Dialer & Contacts,COMMUNICATION,4.4,32254,5.5M,"1,000,000+",Free,0,Everyone,"December 4, 2017"
"CallApp: Caller ID, Blocker & Phone Call Recorder",COMMUNICATION,4.4,483565,20M,"10,000,000+",Free,0,Everyone,"July 29, 2018"
Whoscall - Caller ID & Block,COMMUNICATION,4.4,552441,29M,"10,000,000+",Free,0,Everyone,"August 1, 2018"
Call Control - Call Blocker,COMMUNICATION,4.4,93825,11M,"5,000,000+",Free,0,Everyone,"July 5, 2018"
Video Caller Id,COMMUNICATION,4.2,15287,17M,"1,000,000+",Free,0,Everyone,"January 24, 2018"
Sync.ME – Caller ID & Block,COMMUNICATION,4.5,205739,17M,"5,000,000+",Free,0,Everyone,"July 26, 2018"
Caller ID +,COMMUNICATION,4.0,9498,118k,"1,000,000+",Free,0,Everyone,"June 7, 2016"
Yahoo Mail – Stay Organized,COMMUNICATION,4.3,4188142,16M,"100,000,000+",Free,0,Everyone,"July 18, 2018"
K-9 Mail,COMMUNICATION,4.2,88427,5.1M,"5,000,000+",Free,0,Everyone,"January 6, 2018"
Email TypeApp - Mail App,COMMUNICATION,4.6,183374,44M,"1,000,000+",Free,0,Everyone,"August 1, 2018"
All Email Providers,COMMUNICATION,4.1,20901,7.3M,"1,000,000+",Free,0,Everyone,"April 3, 2018"
"Newton Mail - Email App for Gmail, Outlook, IMAP",COMMUNICATION,4.0,122595,30M,"1,000,000+",Free,0,Everyone,"July 19, 2018"
GO Notifier,COMMUNICATION,4.2,124346,695k,"10,000,000+",Free,0,Everyone,"July 6, 2014"
Mail1Click - Secure Mail,COMMUNICATION,4.1,255,1.6M,"10,000+",Free,0,Everyone,"April 11, 2017"
Daum Mail - Next Mail,COMMUNICATION,4.3,41420,19M,"5,000,000+",Free,0,Everyone,"June 21, 2018"
imo free video calls and chat,COMMUNICATION,4.3,4785988,11M,"500,000,000+",Free,0,Everyone,"June 8, 2018"
Vonage Mobile® Call Video Text,COMMUNICATION,4.1,29208,23M,"1,000,000+",Free,0,Everyone,"September 28, 2016"
JusTalk - Free Video Calls and Fun Video Chat,COMMUNICATION,4.6,191032,26M,"5,000,000+",Free,0,Everyone,"August 4, 2018"
Calculator,DATING,2.6,57,6.2M,"1,000+",Paid,$6.99,Everyone,"October 25, 2017"
Truth or Dare Pro,DATING,,0,20M,50+,Paid,$1.49,Teen,"September 1, 2017"
"Private Dating, Hide App- Blue for PrivacyHider",DATING,,0,18k,100+,Paid,$2.99,Everyone,"July 25, 2017"
Ad Blocker for SayHi,DATING,,4,1.2M,100+,Paid,$3.99,Teen,"August 2, 2018"
AMBW Dating App: Asian Men Black Women Interracial,DATING,3.5,2,17M,100+,Paid,$7.99,Mature 17+,"January 21, 2017"
OkCupid Dating,DATING,4.1,285726,15M,"10,000,000+",Free,0,Mature 17+,"July 30, 2018"
"Hily: Dating, Chat, Match, Meet & Hook up",DATING,4.1,2556,56M,"100,000+",Free,0,Mature 17+,"August 1, 2018"
Hinge: Dating & Relationships,DATING,4.2,7779,12M,"500,000+",Free,0,Mature 17+,"August 3, 2018"
Casual Dating & Adult Singles - Joyride,DATING,4.5,61637,11M,"5,000,000+",Free,0,Mature 17+,"July 31, 2018"
BBW Dating & Plus Size Chat,DATING,4.4,12632,29M,"1,000,000+",Free,0,Mature 17+,"July 27, 2018"
CMB Free Dating App,DATING,4.0,48845,40M,"1,000,000+",Free,0,Mature 17+,"August 1, 2018"
eharmony - Online Dating App,DATING,3.1,31320,53M,"5,000,000+",Free,0,Mature 17+,"July 30, 2018"
Free Dating App & Flirt Chat - Match with Singles,DATING,4.4,172460,3.1M,"5,000,000+",Free,0,Mature 17+,"August 4, 2018"
"Chispa, the Dating App for Latino, Latina Singles",DATING,4.2,4195,24M,"100,000+",Free,0,Mature 17+,"July 25, 2018"
Clover Dating App,DATING,4.1,11633,23M,"500,000+",Free,0,Mature 17+,"July 24, 2018"
Black People Meet Singles Date,DATING,3.9,10212,5.0M,"1,000,000+",Free,0,Mature 17+,"July 25, 2018"
Mingle2 - Free Online Dating & Singles Chat Rooms,DATING,4.3,37053,44M,"1,000,000+",Free,0,Mature 17+,"August 3, 2018"
Free Dating App & Flirt Chat - Cheers,DATING,4.4,667,27M,"10,000+",Free,0,Mature 17+,"August 3, 2018"
stranger chat - anonymous chat,DATING,3.5,13202,6.1M,"1,000,000+",Free,0,Mature 17+,"July 7, 2018"
Free Dating Hook Up Messenger,DATING,3.3,1157,21M,"100,000+",Free,0,Mature 17+,"January 27, 2017"
Find Real Love — YouLove Premium Dating,DATING,4.5,212626,11M,"10,000,000+",Free,0,Mature 17+,"July 31, 2018"
Once - Quality Matches Every day,DATING,4.4,222888,21M,"1,000,000+",Free,0,Mature 17+,"July 17, 2018"
BLK - Swipe. Match. Chat.,DATING,4.1,2067,24M,"100,000+",Free,0,Mature 17+,"July 25, 2018"
Cougar Dating Life : Date Older Women Sugar Mummy,DATING,3.9,1643,31M,"500,000+",Free,0,Mature 17+,"July 3, 2018"
Howlr,DATING,3.9,105,27M,"5,000+",Free,0,Mature 17+,"June 19, 2018"
Stranger Chat & Date,DATING,3.6,3414,6.2M,"500,000+",Free,0,Mature 17+,"June 6, 2018"
RandoChat - Chat roulette,DATING,3.6,11806,12M,"1,000,000+",Free,0,Mature 17+,"June 26, 2018"
BeWild Free Dating & Chat App,DATING,3.4,1999,8.0M,"100,000+",Free,0,Mature 17+,"February 3, 2017"
"FastMeet: Chat, Dating, Love",DATING,4.2,22544,5.9M,"1,000,000+",Free,0,Mature 17+,"July 27, 2018"
"Free Dating App - YoCutie - Flirt, Chat & Meet",DATING,4.1,97684,7.9M,"1,000,000+",Free,0,Mature 17+,"July 10, 2018"
OurTime Dating for Singles 50+,DATING,3.4,2519,5.0M,"100,000+",Free,0,Mature 17+,"July 25, 2018"
FarmersOnly Dating,DATING,3.0,1146,1.4M,"100,000+",Free,0,Mature 17+,"February 25, 2016"
Dating for 50 plus Mature Singles – FINALLY,DATING,4.6,13046,13M,"500,000+",Free,0,Mature 17+,"July 31, 2018"
Sudy – Meet Elite & Rich Single,DATING,4.1,17268,40M,"500,000+",Free,0,Mature 17+,"June 25, 2018"
Christian Dating For Free App,DATING,3.9,8722,13M,"500,000+",Free,0,Mature 17+,"June 20, 2018"
Just She - Top Lesbian Dating,DATING,1.9,953,19M,"100,000+",Free,0,Mature 17+,"July 18, 2018"
Single Parent Meet #1 Dating,DATING,3.5,2593,5.0M,"500,000+",Free,0,Mature 17+,"July 25, 2018"
EliteSingles – Dating for Single Professionals,DATING,2.5,5377,19M,"500,000+",Free,0,Mature 17+,"July 31, 2018"
Millionaire Match: Rich Singles Dating App,DATING,3.9,852,27M,"100,000+",Free,0,Mature 17+,"July 30, 2018"
InterracialCupid - Interracial Dating App,DATING,3.4,212,3.0M,"50,000+",Free,0,Mature 17+,"June 13, 2018"
Sugar Mommas Dating And Single Search,DATING,3.5,1972,13M,"1,000,000+",Free,0,Mature 17+,"May 12, 2018"
"Hide App, Private Dating, Safe Chat - PrivacyHider",DATING,4.4,35206,7.2M,"1,000,000+",Free,0,Everyone,"May 21, 2018"
"muzmatch: Muslim & Arab Singles, Marriage & Dating",DATING,3.8,5164,25M,"100,000+",Free,0,Mature 17+,"July 24, 2018"
Sugar Daddy Dating App,DATING,2.5,277,5.7M,"100,000+",Free,0,Mature 17+,"December 4, 2017"
Adult Dirty Emojis,DATING,2.8,80,5.5M,"10,000+",Free,0,Teen,"November 6, 2017"
"Meet4U - Chat, Love, Singles!",DATING,4.2,40035,6.5M,"1,000,000+",Free,0,Mature 17+,"July 27, 2018"
SnpCupid Dating,DATING,3.5,1093,5.8M,"100,000+",Free,0,Mature 17+,"January 28, 2017"
Adult Dating - AdultFinder,DATING,3.3,1601,3.8M,"500,000+",Free,0,Mature 17+,"February 1, 2017"
Gay Sugar Daddy Dating & Hookup – Sudy Gay,DATING,4.1,2212,41M,"100,000+",Free,0,Mature 17+,"June 20, 2018"
"Meet24 - Love, Chat, Singles",DATING,4.2,57081,7.9M,"1,000,000+",Free,0,Mature 17+,"July 27, 2018"
BBWCupid - BBW Dating App,DATING,3.5,241,2.8M,"50,000+",Free,0,Mature 17+,"June 1, 2018"
ChatVideo Meet new people,DATING,4.2,63986,20M,"5,000,000+",Free,0,Mature 17+,"May 31, 2018"
"TryDate - Free Online Dating App, Chat Meet Adults",DATING,4.4,7888,15M,"500,000+",Free,0,Mature 17+,"April 29, 2018"
Black White Interracial Dating - Interracial Match,DATING,4.1,535,28M,"100,000+",Free,0,Mature 17+,"March 29, 2018"
"USA Singles Meet, Match and Date Free - Date",DATING,4.2,5084,9.6M,"100,000+",Free,0,Mature 17+,"August 3, 2018"
FlirtChat - ♥Free Dating/Flirting App♥,DATING,4.3,2430,13M,"500,000+",Free,0,Mature 17+,"July 26, 2018"
OkCupid Dating,DATING,4.1,285726,15M,"10,000,000+",Free,0,Mature 17+,"July 30, 2018"
CMB Free Dating App,DATING,4.0,48845,40M,"1,000,000+",Free,0,Mature 17+,"August 1, 2018"
"Hily: Dating, Chat, Match, Meet & Hook up",DATING,4.1,2556,56M,"100,000+",Free,0,Mature 17+,"August 1, 2018"
Hinge: Dating & Relationships,DATING,4.2,7779,12M,"500,000+",Free,0,Mature 17+,"August 3, 2018"
The League,DATING,3.0,837,9.4M,"100,000+",Free,0,Mature 17+,"July 16, 2018"
BBW Dating & Plus Size Chat,DATING,4.4,12632,29M,"1,000,000+",Free,0,Mature 17+,"July 27, 2018"
Casual Dating & Adult Singles - Joyride,DATING,4.5,61637,11M,"5,000,000+",Free,0,Mature 17+,"July 31, 2018"
EliteSingles – Dating for Single Professionals,DATING,2.5,5377,19M,"500,000+",Free,0,Mature 17+,"July 31, 2018"
Clover Dating App,DATING,4.1,11633,23M,"500,000+",Free,0,Mature 17+,"July 24, 2018"
"Herpes Dating: 1,000K+ Singles",DATING,4.0,738,27M,"10,000+",Free,0,Mature 17+,"August 1, 2018"
Just She - Top Lesbian Dating,DATING,1.9,953,19M,"100,000+",Free,0,Mature 17+,"July 18, 2018"
Heart mill,DATING,3.3,4631,45M,"100,000+",Free,0,Mature 17+,"August 4, 2018"
Once - Quality Matches Every day,DATING,4.4,222888,21M,"1,000,000+",Free,0,Mature 17+,"July 17, 2018"
Sudy – Meet Elite & Rich Single,DATING,4.1,17268,40M,"500,000+",Free,0,Mature 17+,"June 25, 2018"
"muzmatch: Muslim & Arab Singles, Marriage & Dating",DATING,3.8,5164,25M,"100,000+",Free,0,Mature 17+,"July 24, 2018"
95Live -SG#1 Live Streaming App,DATING,4.1,4953,15M,"1,000,000+",Free,0,Teen,"August 1, 2018"
"Chispa, the Dating App for Latino, Latina Singles",DATING,4.2,4195,24M,"100,000+",Free,0,Mature 17+,"July 25, 2018"
Find Real Love — YouLove Premium Dating,DATING,4.5,212626,11M,"10,000,000+",Free,0,Mature 17+,"July 31, 2018"
Mutual - LDS Dating,DATING,3.7,1439,38M,"50,000+",Free,0,Mature 17+,"July 30, 2018"
Cougar Dating Life : Date Older Women Sugar Mummy,DATING,3.9,1645,31M,"500,000+",Free,0,Mature 17+,"July 3, 2018"
stranger chat - anonymous chat,DATING,3.5,13204,6.1M,"1,000,000+",Free,0,Mature 17+,"July 7, 2018"
Millionaire Match: Rich Singles Dating App,DATING,3.9,853,27M,"100,000+",Free,0,Mature 17+,"July 30, 2018"
2RedBeans,DATING,4.0,337,32M,"10,000+",Free,0,Mature 17+,"July 31, 2018"
Dating for 50 plus Mature Singles – FINALLY,DATING,4.6,13049,13M,"500,000+",Free,0,Mature 17+,"July 31, 2018"
"SweetRing - Meet, Match, Date",DATING,4.0,51698,63M,"1,000,000+",Free,0,Mature 17+,"July 26, 2018"
"BiggerCity: Chat for gay bears, chubs & chasers",DATING,4.1,923,44M,"100,000+",Free,0,Mature 17+,"August 2, 2018"
SilverSingles: The 50+ Dating App,DATING,3.3,149,16M,"10,000+",Free,0,Mature 17+,"July 31, 2018"
Herpes Positive Singles Dating,DATING,4.4,198,28M,"10,000+",Free,0,Mature 17+,"May 18, 2018"
"FastMeet: Chat, Dating, Love",DATING,4.2,22545,5.9M,"1,000,000+",Free,0,Mature 17+,"July 27, 2018"
Christian Dating For Free App,DATING,3.9,8723,13M,"500,000+",Free,0,Mature 17+,"June 20, 2018"
Glam - Premium Dating App,DATING,4.3,23170,9.0M,"500,000+",Free,0,Mature 17+,"July 25, 2018"
"iDates - Chats, Flirts, Dating, Love & Relations",DATING,3.4,13890,20M,"500,000+",Free,0,Mature 17+,"June 19, 2018"
"Meet24 - Love, Chat, Singles",DATING,4.2,57083,7.9M,"1,000,000+",Free,0,Mature 17+,"July 27, 2018"
Black White Interracial Dating - Interracial Match,DATING,4.1,537,28M,"100,000+",Free,0,Mature 17+,"March 29, 2018"
JustDating,DATING,4.0,13440,49M,"500,000+",Free,0,Mature 17+,"August 3, 2018"
Interracial Match Dating App,DATING,3.6,143,27M,"10,000+",Free,0,Mature 17+,"July 23, 2018"
Russian Dating & Chat for Russian speaking RusDate,DATING,4.2,1059,18M,"100,000+",Free,0,Mature 17+,"July 26, 2018"
Sky People (SPI): A secure blind date through authentication by Seoul National University,DATING,3.5,894,14M,"100,000+",Free,0,Mature 17+,"July 17, 2018"
Sweet mi - unlimited hunnam hunting blind date,DATING,4.0,6191,27M,"500,000+",Free,0,Mature 17+,"July 12, 2018"
Gay Sugar Daddy Dating & Hookup – Sudy Gay,DATING,4.1,2212,41M,"100,000+",Free,0,Mature 17+,"June 20, 2018"
Mingle - Online Dating App to Chat & Meet People,DATING,4.1,15081,38M,"1,000,000+",Free,0,Mature 17+,"July 26, 2018"
Adult Dirty Emojis,DATING,2.8,80,5.5M,"10,000+",Free,0,Teen,"November 6, 2017"
BBW Dating & Curvy Singles Chat- LargeFriends,DATING,4.4,218,27M,"10,000+",Free,0,Mature 17+,"July 23, 2018"
"Hide App, Private Dating, Safe Chat - PrivacyHider",DATING,4.4,35205,7.2M,"1,000,000+",Free,0,Everyone,"May 21, 2018"
Hitwe - meet people and chat,DATING,4.2,243950,21M,"10,000,000+",Free,0,Mature 17+,"May 10, 2018"
A hundred,DATING,4.1,236,8.8M,"10,000+",Free,0,Mature 17+,"March 29, 2018"
JustSayHi- Dating App. Chat & Meet Singles Nearby,DATING,4.2,5152,38M,"100,000+",Free,0,Mature 17+,"July 26, 2018"
WannaMeet – Dating & Chat App,DATING,4.1,6701,11M,"1,000,000+",Free,0,Mature 17+,"June 29, 2018"
"Meet4U - Chat, Love, Singles!",DATING,4.2,40039,6.5M,"1,000,000+",Free,0,Mature 17+,"July 27, 2018"
Luxy Pro- Elite Dating Single,DATING,3.9,742,26M,"50,000+",Free,0,Mature 17+,"April 7, 2018"
Dating Network,DATING,4.0,187,19M,"10,000+",Free,0,Mature 17+,"July 26, 2018"
"Chatting - Free chat, random chat, boyfriend, girlfriend",DATING,4.2,2506,6.1M,"500,000+",Free,0,Mature 17+,"June 15, 2017"
"iPair-Meet, Chat, Dating",DATING,4.5,182986,77M,"5,000,000+",Free,0,Mature 17+,"August 2, 2018"
"Meet, chat & date. Free dating app - Chocolate app",DATING,3.9,8661,9.5M,"1,000,000+",Free,0,Mature 17+,"April 3, 2018"
Transenger – Ts Dating and Chat for Free,DATING,3.6,8,14M,"1,000+",Free,0,Mature 17+,"July 29, 2018"
O-Star,DATING,4.4,59,38M,"5,000+",Free,0,Everyone,"July 19, 2018"
Free Cam Girls - Live Webcam,DATING,3.5,35,16M,"1,000+",Free,0,Mature 17+,"July 16, 2018"
Cardi B Live Stream Video Chat - Prank,DATING,4.4,28,3.4M,500+,Free,0,Everyone,"July 16, 2018"
